"library_id" "total_spots" "total_bases" "taxonomy_id" "ScientificName"
"SRR21360252" 1350098 202514700 1869227 "bacterium"
"SRR21361537" 358135 107440500 1869227 "bacterium"
"SRR12182985" 775327 228266594 1869227 "bacterium"
"SRR21362426" 580452 174135600 1869227 "bacterium"
"SRR21360005" 2963082 444462300 1869227 "bacterium"
"SRR21359093" 578070 86710500 1869227 "bacterium"
"SRR21360830" 345043 103512900 1869227 "bacterium"
"SRR21360035" 2020080 303012000 1869227 "bacterium"
"SRR21360251" 1521350 228202500 1869227 "bacterium"
"SRR21361112" 45175 13552500 1869227 "bacterium"
"SRR21358316" 379688 56953200 1869227 "bacterium"
"SRR21362257" 513932 154179600 1869227 "bacterium"
"SRR21358129" 1263960 189594000 1869227 "bacterium"
"SRR21362185" 428134 128440200 1869227 "bacterium"
"SRR21361565" 576267 172880100 1869227 "bacterium"
"SRR21359024" 1543732 231559800 1869227 "bacterium"
"SRR21361629" 1225880 367764000 1869227 "bacterium"
"SRR21362603" 561127 168338100 1869227 "bacterium"
"SRR21361188" 309379 92813700 1869227 "bacterium"
"SRR21360221" 974192 146128800 1869227 "bacterium"
"SRR21359151" 1118470 167770500 1869227 "bacterium"
"SRR21362235" 1348468 404540400 1869227 "bacterium"
"SRR21363156" 706595 211978500 1869227 "bacterium"
"SRR21358906" 1659104 248865600 1869227 "bacterium"
"SRR21359389" 609068 91360200 1869227 "bacterium"
"SRR21361251" 403058 120917400 1869227 "bacterium"
"SRR21360012" 4090226 613533900 1869227 "bacterium"
"SRR21361472" 319292 95787600 1869227 "bacterium"
"SRR21359555" 136 20400 1869227 "bacterium"
"SRR21362605" 702468 210740400 1869227 "bacterium"
"SRR21362967" 232624 69787200 1869227 "bacterium"
"SRR21362593" 307615 92284500 1869227 "bacterium"
"SRR21358672" 2076272 311440800 1869227 "bacterium"
"SRR21361819" 419495 125848500 1869227 "bacterium"
"SRR21358534" 1230308 184546200 1869227 "bacterium"
"SRR21361621" 156603 46980900 1869227 "bacterium"
"SRR21361604" 6756 2026800 1869227 "bacterium"
"SRR21362787" 1187435 356230500 1869227 "bacterium"
"SRR21361861" 473004 141901200 1869227 "bacterium"
"SRR12183006" 115030 33898046 1869227 "bacterium"
"SRR21361320" 355087 106526100 1869227 "bacterium"
"SRR21360066" 218464 65539200 1869227 "bacterium"
"SRR21361540" 316865 95059500 1869227 "bacterium"
"SRR21359927" 2770582 415587300 1869227 "bacterium"
"SRR21359852" 676704 203011200 1869227 "bacterium"
"SRR21360236" 924656 138698400 1869227 "bacterium"
"SRR21361241" 238252 71475600 1869227 "bacterium"
"SRR21363162" 571524 171457200 1869227 "bacterium"
"SRR12183025" 310655 91782323 1869227 "bacterium"
"SRR21358594" 252 37800 1869227 "bacterium"
"SRR21359285" 1164082 174612300 1869227 "bacterium"
"SRR21358372" 931350 139702500 1869227 "bacterium"
"SRR21358796" 433648 65047200 1869227 "bacterium"
"SRR21359066" 2825314 423797100 1869227 "bacterium"
"SRR21358296" 852704 127905600 1869227 "bacterium"
"SRR21360279" 1579946 236991900 1869227 "bacterium"
"SRR7527391" 1331122 395841059 1869227 "bacterium"
"SRR21358461" 930696 139604400 1869227 "bacterium"
"SRR21358711" 2822606 423390900 1869227 "bacterium"
"SRR21359965" 668546 100281900 1869227 "bacterium"
"SRR21362644" 375913 112773900 1869227 "bacterium"
"SRR21358097" 1809450 271417500 1869227 "bacterium"
"SRR21358216" 1913930 287089500 1869227 "bacterium"
"SRR21361803" 3416724 512508600 1869227 "bacterium"
"SRR21361202" 367233 110169900 1869227 "bacterium"
"SRR21360503" 1237760 185664000 1869227 "bacterium"
"SRR21362110" 797570 239271000 1869227 "bacterium"
"SRR21362985" 1270250 381075000 1869227 "bacterium"
"SRR21361958" 192014 57604200 1869227 "bacterium"
"SRR21358503" 770356 115553400 1869227 "bacterium"
"SRR21360492" 475188 71278200 1869227 "bacterium"
"SRR21360988" 397252 119175600 1869227 "bacterium"
"SRR21358454" 1207188 181078200 1869227 "bacterium"
"SRR21361276" 332093 99627900 1869227 "bacterium"
"SRR21363132" 364020 109206000 1869227 "bacterium"
"SRR21360521" 1550462 232569300 1869227 "bacterium"
"SRR21359541" 1317262 197589300 1869227 "bacterium"
"SRR21363164" 314986 94495800 1869227 "bacterium"
"SRR21360823" 980399 294119700 1869227 "bacterium"
"SRR21359392" 615387 184616100 1869227 "bacterium"
"SRR21360957" 336695 101008500 1869227 "bacterium"
"SRR21361740" 354948 106484400 1869227 "bacterium"
"SRR21358761" 370186 55527900 1869227 "bacterium"
"SRR21358571" 1989670 298450500 1869227 "bacterium"
"SRR21360272" 198 29700 1869227 "bacterium"
"SRR21361981" 840703 252210900 1869227 "bacterium"
"SRR21361462" 302391 90717300 1869227 "bacterium"
"SRR21360880" 733084 219925200 1869227 "bacterium"
"SRR21361567" 304 91200 1869227 "bacterium"
"SRR21361713" 14860 4458000 1869227 "bacterium"
"SRR21361074" 206380 61914000 1869227 "bacterium"
"SRR21361205" 800796 240238800 1869227 "bacterium"
"SRR21358467" 180 27000 1869227 "bacterium"
"SRR21358155" 711162 106674300 1869227 "bacterium"
"SRR21362634" 1428789 428636700 1869227 "bacterium"
"SRR21361339" 249 74700 1869227 "bacterium"
"SRR12182921" 452030 133135231 1869227 "bacterium"
"SRR21360257" 2582980 387447000 1869227 "bacterium"
"SRR21359959" 879028 131854200 1869227 "bacterium"
"SRR21358918" 1288180 193227000 1869227 "bacterium"
"SRR21361327" 2674972 802491600 1869227 "bacterium"
"SRR21361725" 595869 178760700 1869227 "bacterium"
"SRR21362532" 357675 107302500 1869227 "bacterium"
"SRR21359814" 508432 76264800 1869227 "bacterium"
"SRR21359180" 746460 111969000 1869227 "bacterium"
"SRR21361054" 428335 128500500 1869227 "bacterium"
"SRR21360863" 61680 9252000 1869227 "bacterium"
"SRR21359817" 437450 65617500 1869227 "bacterium"
"SRR21361186" 746197 223859100 1869227 "bacterium"
"SRR21359546" 397380 59607000 1869227 "bacterium"
"SRR21359902" 549331 164799300 1869227 "bacterium"
"SRR21358207" 404708 60706200 1869227 "bacterium"
"SRR21360030" 140464 42139200 1869227 "bacterium"
"SRR21359139" 1083864 162579600 1869227 "bacterium"
"SRR21359107" 1770764 265614600 1869227 "bacterium"
"SRR21358632" 640802 96120300 1869227 "bacterium"
"SRR21361882" 284 85200 1869227 "bacterium"
"SRR21362283" 857 257100 1869227 "bacterium"
"SRR21358368" 1008354 151253100 1869227 "bacterium"
"SRR21359983" 230252 34537800 1869227 "bacterium"
"SRR21359779" 991796 148769400 1869227 "bacterium"
"SRR21360261" 232 34800 1869227 "bacterium"
"SRR21358673" 1128922 169338300 1869227 "bacterium"
"SRR21359551" 892226 133833900 1869227 "bacterium"
"SRR21361927" 90179 27053700 1869227 "bacterium"
"SRR21359240" 1268268 190240200 1869227 "bacterium"
"SRR21359098" 4845108 726766200 1869227 "bacterium"
"SRR21362759" 629879 188963700 1869227 "bacterium"
"SRR21362734" 6011626 901743900 1869227 "bacterium"
"SRR21361247" 241317 72395100 1869227 "bacterium"
"SRR21363150" 1823681 547104300 1869227 "bacterium"
"SRR21361833" 55 16500 1869227 "bacterium"
"SRR12182946" 549937 162182077 1869227 "bacterium"
"SRR21358458" 1860882 279132300 1869227 "bacterium"
"SRR21359154" 471656 70748400 1869227 "bacterium"
"SRR21360024" 419204 62880600 1869227 "bacterium"
"SRR21359463" 1013182 151977300 1869227 "bacterium"
"SRR21361812" 731579 219473700 1869227 "bacterium"
"SRR21359587" 2357940 353691000 1869227 "bacterium"
"SRR21360925" 289941 86982300 1869227 "bacterium"
"SRR21361894" 5132196 769829400 1869227 "bacterium"
"SRR21361933" 382950 114885000 1869227 "bacterium"
"SRR21362660" 664963 199488900 1869227 "bacterium"
"SRR21362016" 131 39300 1869227 "bacterium"
"SRR7527299" 163742 46969886 1869227 "bacterium"
"SRR21362682" 404132 121239600 1869227 "bacterium"
"SRR21361905" 1256984 377095200 1869227 "bacterium"
"SRR21360397" 1023456 153518400 1869227 "bacterium"
"SRR21360060" 4550888 682633200 1869227 "bacterium"
"SRR21359888" 1066082 159912300 1869227 "bacterium"
"SRR21360096" 871388 261416400 1869227 "bacterium"
"SRR21359423" 1957900 293685000 1869227 "bacterium"
"SRR21359857" 529586 79437900 1869227 "bacterium"
"SRR21361366" 212779 63833700 1869227 "bacterium"
"SRR21361489" 147475 44242500 1869227 "bacterium"
"SRR21361319" 415218 124565400 1869227 "bacterium"
"SRR21359270" 2099676 314951400 1869227 "bacterium"
"SRR21358120" 2469170 370375500 1869227 "bacterium"
"SRR21361531" 261664 78499200 1869227 "bacterium"
"SRR21361758" 233124 69937200 1869227 "bacterium"
"SRR21360287" 49910 7486500 1869227 "bacterium"
"SRR21362208" 391961 117588300 1869227 "bacterium"
"SRR21362299" 17768 5330400 1869227 "bacterium"
"SRR21363176" 351494 105448200 1869227 "bacterium"
"SRR21359365" 712445 213733500 1869227 "bacterium"
"SRR21360201" 1378058 206708700 1869227 "bacterium"
"SRR21359256" 1359170 203875500 1869227 "bacterium"
"SRR21359325" 389752 116925600 1869227 "bacterium"
"SRR21363085" 199833 59949900 1869227 "bacterium"
"SRR21362456" 298186 89455800 1869227 "bacterium"
"SRR21358882" 1035472 155320800 1869227 "bacterium"
"SRR21361945" 144 43200 1869227 "bacterium"
"SRR21359571" 572072 85810800 1869227 "bacterium"
"SRR21362431" 739323 221796900 1869227 "bacterium"
"SRR21358519" 1503750 225562500 1869227 "bacterium"
"SRR21359388" 1205558 180833700 1869227 "bacterium"
"SRR21363151" 262282 78684600 1869227 "bacterium"
"SRR21359233" 1132146 169821900 1869227 "bacterium"
"SRR21361687" 76545 22963500 1869227 "bacterium"
"SRR21358712" 2710100 406515000 1869227 "bacterium"
"SRR21362769" 698121 209436300 1869227 "bacterium"
"SRR21363163" 617568 185270400 1869227 "bacterium"
"SRR21358435" 968834 145325100 1869227 "bacterium"
"SRR21358335" 2416824 362523600 1869227 "bacterium"
"SRR21361287" 76135 22840500 1869227 "bacterium"
"SRR21362272" 216705 65011500 1869227 "bacterium"
"SRR21361954" 225 67500 1869227 "bacterium"
"SRR21358894" 4592006 688800900 1869227 "bacterium"
"SRR21358087" 383770 57565500 1869227 "bacterium"
"SRR21360222" 1170695 351208500 1869227 "bacterium"
"SRR21360286" 667052 100057800 1869227 "bacterium"
"SRR21361551" 691927 207578100 1869227 "bacterium"
"SRR21360824" 710574 106586100 1869227 "bacterium"
"SRR21358236" 710610 106591500 1869227 "bacterium"
"SRR21360295" 2204818 330722700 1869227 "bacterium"
"SRR21359310" 564728 84709200 1869227 "bacterium"
"SRR21359881" 278760 41814000 1869227 "bacterium"
"SRR21363091" 667900 200370000 1869227 "bacterium"
"SRR21358606" 884136 132620400 1869227 "bacterium"
"SRR21361261" 3400770 1020231000 1869227 "bacterium"
"SRR21359197" 1130398 169559700 1869227 "bacterium"
"SRR21363169" 20126 6037800 1869227 "bacterium"
"SRR21361428" 1252088 375626400 1869227 "bacterium"
"SRR21358900" 667156 100073400 1869227 "bacterium"
"SRR21361324" 215723 64716900 1869227 "bacterium"
"SRR21359359" 3826156 573923400 1869227 "bacterium"
"SRR21361570" 562927 168878100 1869227 "bacterium"
"SRR21360453" 74596 11189400 1869227 "bacterium"
"SRR21358330" 645212 96781800 1869227 "bacterium"
"SRR21359175" 436472 65470800 1869227 "bacterium"
"SRR21362637" 484071 145221300 1869227 "bacterium"
"SRR21362054" 464069 139220700 1869227 "bacterium"
"SRR21360206" 574266 86139900 1869227 "bacterium"
"SRR21358061" 360100 54015000 1869227 "bacterium"
"SRR21362755" 481973 144591900 1869227 "bacterium"
"SRR21359553" 322 48300 1869227 "bacterium"
"SRR21362444" 508557 152567100 1869227 "bacterium"
"SRR21358752" 1102596 165389400 1869227 "bacterium"
"SRR21359328" 1267354 190103100 1869227 "bacterium"
"SRR21362260" 1668294 500488200 1869227 "bacterium"
"SRR21361480" 647485 194245500 1869227 "bacterium"
"SRR21362115" 1006081 301824300 1869227 "bacterium"
"SRR21362818" 507390 152217000 1869227 "bacterium"
"SRR21359890" 1959050 293857500 1869227 "bacterium"
"SRR21358474" 2668948 400342200 1869227 "bacterium"
"SRR21358617" 1134000 170100000 1869227 "bacterium"
"SRR21361681" 596273 178881900 1869227 "bacterium"
"SRR21362754" 1336971 401091300 1869227 "bacterium"
"SRR21362437" 489257 146777100 1869227 "bacterium"
"SRR21361401" 783257 234977100 1869227 "bacterium"
"SRR21362831" 22853 6855900 1869227 "bacterium"
"SRR21360310" 496442 74466300 1869227 "bacterium"
"SRR21362159" 9772 2931600 1869227 "bacterium"
"SRR7527398" 535061 156284763 1869227 "bacterium"
"SRR21358160" 829352 124402800 1869227 "bacterium"
"SRR21362762" 245003 73500900 1869227 "bacterium"
"SRR12183027" 481043 142086204 1869227 "bacterium"
"SRR21359566" 1756698 263504700 1869227 "bacterium"
"SRR21361378" 260571 78171300 1869227 "bacterium"
"SRR21358072" 1168202 175230300 1869227 "bacterium"
"SRR21361336" 339307 101792100 1869227 "bacterium"
"SRR21359868" 275118 41267700 1869227 "bacterium"
"SRR21360041" 190844 28626600 1869227 "bacterium"
"SRR21361185" 570557 171167100 1869227 "bacterium"
"SRR21360910" 347349 104204700 1869227 "bacterium"
"SRR21363157" 620834 186250200 1869227 "bacterium"
"SRR21363131" 376295 112888500 1869227 "bacterium"
"SRR21362475" 282912 84873600 1869227 "bacterium"
"SRR21361330" 233599 70079700 1869227 "bacterium"
"SRR21361138" 873363 262008900 1869227 "bacterium"
"SRR21359358" 2997640 449646000 1869227 "bacterium"
"SRR21358409" 2563020 384453000 1869227 "bacterium"
"SRR21360289" 178 26700 1869227 "bacterium"
"SRR12182814" 255581 75317877 1869227 "bacterium"
"SRR21361689" 156812 23521800 1869227 "bacterium"
"SRR21361793" 233736 70120800 1869227 "bacterium"
"SRR7527549" 11631 3417477 1869227 "bacterium"
"SRR21360509" 1411366 211704900 1869227 "bacterium"
"SRR21358245" 921066 138159900 1869227 "bacterium"
"SRR21362904" 244517 73355100 1869227 "bacterium"
"SRR21361008" 1853794 278069100 1869227 "bacterium"
"SRR21362140" 111096 33328800 1869227 "bacterium"
"SRR21358355" 625224 93783600 1869227 "bacterium"
"SRR21360330" 2109382 316407300 1869227 "bacterium"
"SRR21361577" 21026 6307800 1869227 "bacterium"
"SRR12182876" 278875 82205550 1869227 "bacterium"
"SRR21360285" 3438716 515807400 1869227 "bacterium"
"SRR21358185" 907194 136079100 1869227 "bacterium"
"SRR21360271" 1549488 232423200 1869227 "bacterium"
"SRR21362087" 396738 119021400 1869227 "bacterium"
"SRR21362131" 2841154 852346200 1869227 "bacterium"
"SRR21358453" 2380558 357083700 1869227 "bacterium"
"SRR21362975" 437705 131311500 1869227 "bacterium"
"SRR21360092" 357420 107226000 1869227 "bacterium"
"SRR21362922" 778606 233581800 1869227 "bacterium"
"SRR21359515" 1438798 215819700 1869227 "bacterium"
"SRR21361739" 4789001 1436700300 1869227 "bacterium"
"SRR21362588" 571281 171384300 1869227 "bacterium"
"SRR21359251" 831368 124705200 1869227 "bacterium"
"SRR21361234" 1661019 498305700 1869227 "bacterium"
"SRR21363078" 927471 278241300 1869227 "bacterium"
"SRR21362855" 212 63600 1869227 "bacterium"
"SRR7527508" 791448 233618953 1869227 "bacterium"
"SRR21359375" 742240 222672000 1869227 "bacterium"
"SRR21362681" 599115 179734500 1869227 "bacterium"
"SRR21358417" 3035420 455313000 1869227 "bacterium"
"SRR21362663" 696174 208852200 1869227 "bacterium"
"SRR21360342" 698786 104817900 1869227 "bacterium"
"SRR21361953" 252481 75744300 1869227 "bacterium"
"SRR21359464" 3343366 501504900 1869227 "bacterium"
"SRR21361412" 969793 290937900 1869227 "bacterium"
"SRR21358998" 2586548 387982200 1869227 "bacterium"
"SRR21358130" 1114692 167203800 1869227 "bacterium"
"SRR21359624" 518244 77736600 1869227 "bacterium"
"SRR21358877" 1495068 224260200 1869227 "bacterium"
"SRR21360483" 1358988 203848200 1869227 "bacterium"
"SRR21360894" 354964 53244600 1869227 "bacterium"
"SRR21362165" 437444 131233200 1869227 "bacterium"
"SRR21361281" 105860 31758000 1869227 "bacterium"
"SRR21358750" 5640092 846013800 1869227 "bacterium"
"SRR21361399" 282181 84654300 1869227 "bacterium"
"SRR21361009" 635556 95333400 1869227 "bacterium"
"SRR21360933" 651080 97662000 1869227 "bacterium"
"SRR21358669" 642822 96423300 1869227 "bacterium"
"SRR21358408" 1375240 206286000 1869227 "bacterium"
"SRR21362248" 91938 27581400 1869227 "bacterium"
"SRR21358870" 872882 130932300 1869227 "bacterium"
"SRR21360171" 2460428 369064200 1869227 "bacterium"
"SRR21362812" 520623 156186900 1869227 "bacterium"
"SRR21361360" 967142 290142600 1869227 "bacterium"
"SRR21362154" 2793726 838117800 1869227 "bacterium"
"SRR21358124" 758476 113771400 1869227 "bacterium"
"SRR21359512" 2441552 366232800 1869227 "bacterium"
"SRR21361624" 413270 123981000 1869227 "bacterium"
"SRR21361548" 900839 270251700 1869227 "bacterium"
"SRR21362058" 137 41100 1869227 "bacterium"
"SRR21360132" 278174 41726100 1869227 "bacterium"
"SRR21361446" 90095 27028500 1869227 "bacterium"
"SRR21359811" 226088 33913200 1869227 "bacterium"
"SRR21359511" 1118948 167842200 1869227 "bacterium"
"SRR21359026" 837396 125609400 1869227 "bacterium"
"SRR12182972" 537699 158584720 1869227 "bacterium"
"SRR21361653" 848180 254454000 1869227 "bacterium"
"SRR21358971" 1430874 214631100 1869227 "bacterium"
"SRR21360324" 901276 135191400 1869227 "bacterium"
"SRR12182976" 537602 158285680 1869227 "bacterium"
"SRR21361858" 980006 294001800 1869227 "bacterium"
"SRR21360301" 1490454 223568100 1869227 "bacterium"
"SRR21362738" 642662 192798600 1869227 "bacterium"
"SRR21358990" 125150 18772500 1869227 "bacterium"
"SRR21359968" 1381382 207207300 1869227 "bacterium"
"SRR21361198" 207654 62296200 1869227 "bacterium"
"SRR21360329" 378460 56769000 1869227 "bacterium"
"SRR21362978" 394848 118454400 1869227 "bacterium"
"SRR21362455" 1150924 345277200 1869227 "bacterium"
"SRR21358080" 1558538 233780700 1869227 "bacterium"
"SRR21359370" 625422 187626600 1869227 "bacterium"
"SRR21358318" 687296 103094400 1869227 "bacterium"
"SRR21359402" 630864 94629600 1869227 "bacterium"
"SRR21359293" 427176 128152800 1869227 "bacterium"
"SRR21358302" 1250948 187642200 1869227 "bacterium"
"SRR21363142" 877692 263307600 1869227 "bacterium"
"SRR21359596" 1015422 152313300 1869227 "bacterium"
"SRR21362520" 449222 134766600 1869227 "bacterium"
"SRR21358246" 602246 90336900 1869227 "bacterium"
"SRR21359128" 477558 71633700 1869227 "bacterium"
"SRR21360398" 1175504 176325600 1869227 "bacterium"
"SRR21362446" 956741 287022300 1869227 "bacterium"
"SRR21360151" 131596 19739400 1869227 "bacterium"
"SRR21360333" 919346 137901900 1869227 "bacterium"
"SRR21362853" 626410 187923000 1869227 "bacterium"
"SRR21359246" 1874986 281247900 1869227 "bacterium"
"SRR21363068" 706523 211956900 1869227 "bacterium"
"SRR21361726" 260916 78274800 1869227 "bacterium"
"SRR21358147" 985870 147880500 1869227 "bacterium"
"SRR21362504" 644159 193247700 1869227 "bacterium"
"SRR21358614" 393028 58954200 1869227 "bacterium"
"SRR21360023" 3889146 583371900 1869227 "bacterium"
"SRR21362602" 482800 144840000 1869227 "bacterium"
"SRR21361700" 209836 62950800 1869227 "bacterium"
"SRR21361116" 383242 114972600 1869227 "bacterium"
"SRR21359377" 636802 191040600 1869227 "bacterium"
"SRR12182856" 221671 65324680 1869227 "bacterium"
"SRR21361978" 487775 146332500 1869227 "bacterium"
"SRR21360262" 55156 8273400 1869227 "bacterium"
"SRR21361898" 1277285 383185500 1869227 "bacterium"
"SRR21359196" 1047192 157078800 1869227 "bacterium"
"SRR21362966" 307729 92318700 1869227 "bacterium"
"SRR21358569" 3848094 577214100 1869227 "bacterium"
"SRR21358065" 837084 125562600 1869227 "bacterium"
"SRR21359052" 1140212 171031800 1869227 "bacterium"
"SRR21358071" 776250 116437500 1869227 "bacterium"
"SRR21361631" 138 41400 1869227 "bacterium"
"SRR21361415" 330651 99195300 1869227 "bacterium"
"SRR21358393" 1037016 155552400 1869227 "bacterium"
"SRR21362226" 169978 50993400 1869227 "bacterium"
"SRR21360819" 455702 136710600 1869227 "bacterium"
"SRR21361013" 734497 220349100 1869227 "bacterium"
"SRR21360025" 432683 129804900 1869227 "bacterium"
"SRR21360242" 1306906 196035900 1869227 "bacterium"
"SRR21360269" 1079252 161887800 1869227 "bacterium"
"SRR21359268" 350042 52506300 1869227 "bacterium"
"SRR21358602" 834030 125104500 1869227 "bacterium"
"SRR21363134" 32814 9844200 1869227 "bacterium"
"SRR21360255" 677474 101621100 1869227 "bacterium"
"SRR21363123" 744506 223351800 1869227 "bacterium"
"SRR21358498" 246 36900 1869227 "bacterium"
"SRR21360315" 6183858 927578700 1869227 "bacterium"
"SRR21363138" 1045226 313567800 1869227 "bacterium"
"SRR21359046" 499534 74930100 1869227 "bacterium"
"SRR21361668" 187 56100 1869227 "bacterium"
"SRR21359171" 551138 82670700 1869227 "bacterium"
"SRR21362571" 332383 99714900 1869227 "bacterium"
"SRR21362819" 756561 226968300 1869227 "bacterium"
"SRR21361947" 415006 124501800 1869227 "bacterium"
"SRR21358208" 953748 143062200 1869227 "bacterium"
"SRR21358747" 1013468 152020200 1869227 "bacterium"
"SRR21361710" 777012 233103600 1869227 "bacterium"
"SRR21362902" 944042 283212600 1869227 "bacterium"
"SRR21361192" 179 53700 1869227 "bacterium"
"SRR21358764" 836016 125402400 1869227 "bacterium"
"SRR7527235" 511321 149089120 1869227 "bacterium"
"SRR21361210" 847133 254139900 1869227 "bacterium"
"SRR21361395" 106659 31997700 1869227 "bacterium"
"SRR21362537" 448737 134621100 1869227 "bacterium"
"SRR21360225" 992998 148949700 1869227 "bacterium"
"SRR21360810" 621174 186352200 1869227 "bacterium"
"SRR21362770" 469206 140761800 1869227 "bacterium"
"SRR21358374" 741274 111191100 1869227 "bacterium"
"SRR21360890" 529644 79446600 1869227 "bacterium"
"SRR21358157" 958218 143732700 1869227 "bacterium"
"SRR21358633" 201270 30190500 1869227 "bacterium"
"SRR21361306" 186988 56096400 1869227 "bacterium"
"SRR21362814" 217619 65285700 1869227 "bacterium"
"SRR21361469" 337701 101310300 1869227 "bacterium"
"SRR21360363" 971992 145798800 1869227 "bacterium"
"SRR21361723" 451393 135417900 1869227 "bacterium"
"SRR21359462" 1743644 261546600 1869227 "bacterium"
"SRR21358428" 256176 38426400 1869227 "bacterium"
"SRR21361569" 445346 133603800 1869227 "bacterium"
"SRR21360829" 110830 16624500 1869227 "bacterium"
"SRR21360017" 232283 69684900 1869227 "bacterium"
"SRR21361809" 211 63300 1869227 "bacterium"
"SRR21360008" 952024 142803600 1869227 "bacterium"
"SRR21359185" 1820470 273070500 1869227 "bacterium"
"SRR21362130" 408795 122638500 1869227 "bacterium"
"SRR21362976" 55663 16698900 1869227 "bacterium"
"SRR21361031" 12991 3897300 1869227 "bacterium"
"SRR21362908" 702001 210600300 1869227 "bacterium"
"SRR21358664" 940398 141059700 1869227 "bacterium"
"SRR21358279" 703496 105524400 1869227 "bacterium"
"SRR21359346" 1020256 153038400 1869227 "bacterium"
"SRR21362534" 3728 1118400 1869227 "bacterium"
"SRR21359556" 288 43200 1869227 "bacterium"
"SRR21360003" 2058286 308742900 1869227 "bacterium"
"SRR21358546" 2464028 369604200 1869227 "bacterium"
"SRR21360226" 338688 50803200 1869227 "bacterium"
"SRR21360400" 1076806 161520900 1869227 "bacterium"
"SRR21360049" 571089 171326700 1869227 "bacterium"
"SRR21360993" 983146 147471900 1869227 "bacterium"
"SRR21359507" 647838 97175700 1869227 "bacterium"
"SRR21362718" 402827 120848100 1869227 "bacterium"
"SRR21361275" 387336 116200800 1869227 "bacterium"
"SRR21359284" 280 42000 1869227 "bacterium"
"SRR21361235" 177093 53127900 1869227 "bacterium"
"SRR12183021" 701378 207183144 1869227 "bacterium"
"SRR21359808" 214648 32197200 1869227 "bacterium"
"SRR21359816" 1218878 182831700 1869227 "bacterium"
"SRR21359851" 1081789 324536700 1869227 "bacterium"
"SRR12183001" 343454 101034746 1869227 "bacterium"
"SRR21362072" 692560 207768000 1869227 "bacterium"
"SRR21363088" 804567 241370100 1869227 "bacterium"
"SRR21363025" 684316 205294800 1869227 "bacterium"
"SRR21361620" 858831 257649300 1869227 "bacterium"
"SRR21360911" 199946 29991900 1869227 "bacterium"
"SRR21361055" 394336 118300800 1869227 "bacterium"
"SRR21361294" 3884073 1165221900 1869227 "bacterium"
"SRR21362878" 250092 75027600 1869227 "bacterium"
"SRR21358866" 3979732 596959800 1869227 "bacterium"
"SRR21359006" 1526840 229026000 1869227 "bacterium"
"SRR21361790" 561761 168528300 1869227 "bacterium"
"SRR12182848" 429220 126129393 1869227 "bacterium"
"SRR21361035" 571440 171432000 1869227 "bacterium"
"SRR12182928" 211366 62317554 1869227 "bacterium"
"SRR21361076" 425186 127555800 1869227 "bacterium"
"SRR21358121" 2115028 317254200 1869227 "bacterium"
"SRR21361441" 657225 197167500 1869227 "bacterium"
"SRR21359993" 1422724 213408600 1869227 "bacterium"
"SRR21361801" 1085617 325685100 1869227 "bacterium"
"SRR21359832" 637500 95625000 1869227 "bacterium"
"SRR21361361" 1154233 346269900 1869227 "bacterium"
"SRR21359612" 1992192 298828800 1869227 "bacterium"
"SRR21359372" 758498 227549400 1869227 "bacterium"
"SRR21362497" 477421 143226300 1869227 "bacterium"
"SRR21361771" 739121 221736300 1869227 "bacterium"
"SRR21359510" 715372 107305800 1869227 "bacterium"
"SRR21360259" 358 53700 1869227 "bacterium"
"SRR12182981" 1137428 335521857 1869227 "bacterium"
"SRR21358161" 2070966 310644900 1869227 "bacterium"
"SRR21362210" 553173 165951900 1869227 "bacterium"
"SRR21361092" 13549 4064700 1869227 "bacterium"
"SRR21361479" 240017 72005100 1869227 "bacterium"
"SRR21359108" 909120 136368000 1869227 "bacterium"
"SRR21362710" 669852 200955600 1869227 "bacterium"
"SRR21359954" 1301594 195239100 1869227 "bacterium"
"SRR21361534" 368417 110525100 1869227 "bacterium"
"SRR21358125" 750026 112503900 1869227 "bacterium"
"SRR21362528" 1558397 467519100 1869227 "bacterium"
"SRR21360193" 978720 146808000 1869227 "bacterium"
"SRR7527327" 13743 4016677 1869227 "bacterium"
"SRR12182882" 248796 73139333 1869227 "bacterium"
"SRR21358331" 3457150 518572500 1869227 "bacterium"
"SRR21359813" 1098108 164716200 1869227 "bacterium"
"SRR21359146" 746030 111904500 1869227 "bacterium"
"SRR21358984" 1146058 171908700 1869227 "bacterium"
"SRR21362484" 89714 26914200 1869227 "bacterium"
"SRR21362519" 4438164 665724600 1869227 "bacterium"
"SRR21358334" 214 32100 1869227 "bacterium"
"SRR21358537" 1192200 178830000 1869227 "bacterium"
"SRR21358513" 2687214 403082100 1869227 "bacterium"
"SRR21358329" 472 70800 1869227 "bacterium"
"SRR21362747" 708599 212579700 1869227 "bacterium"
"SRR21360227" 492092 73813800 1869227 "bacterium"
"SRR21362551" 65691 19707300 1869227 "bacterium"
"SRR12182932" 670558 197719893 1869227 "bacterium"
"SRR21359068" 1004842 150726300 1869227 "bacterium"
"SRR21359490" 2271168 340675200 1869227 "bacterium"
"SRR21361656" 6269 1880700 1869227 "bacterium"
"SRR21361763" 282630 84789000 1869227 "bacterium"
"SRR21362594" 646868 194060400 1869227 "bacterium"
"SRR21360960" 775719 232715700 1869227 "bacterium"
"SRR12182994" 448006 132247565 1869227 "bacterium"
"SRR21361539" 289213 86763900 1869227 "bacterium"
